Empresa,Receita Anual,Dívida Total,Prazo de Pagamento (dias),Setor,Rating,Notícias Recentes
Empresa 1030,306015,652867,67,Saúde,D,Cuidado com flutuações nos preços!
Empresa 1031,585069,142479,17,Saúde,D,Insatisfação de clientes em redes sociais.
Empresa 1032,849679,637719,56,Tecnologia,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 1033,684519,161963,94,Comércio,C+,Expansão em novos mercados anunciada.
Empresa 1034,572299,660798,42,Tecnologia,B,Oportunidades de parcerias surgindo.
Empresa 1035,136854,436432,55,Educação,A-,Cuidado com flutuações nos preços!
Empresa 1036,624243,436064,54,Transportes,B-,Setor afetado por mudanças climáticas.
Empresa 1037,452458,378153,13,Transportes,C+,Oportunidades de parcerias surgindo.
Empresa 1038,368149,243747,33,Educação,B+,Aumento no custo das matérias-primas.
Empresa 1039,150176,485939,94,Tecnologia,D,Expansão em novos mercados anunciada.
Empresa 1040,221199,334272,10,Tecnologia,B,Insatisfação de clientes em redes sociais.
Empresa 1041,133700,141917,12,Agronegócio,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 1042,269677,672904,94,Comércio,A+,Setor afetado por mudanças climáticas.
Empresa 1043,672189,337304,109,Alimentação,C,Concorrente lançou um novo produto.
Empresa 1044,732680,297562,103,Educação,C+,Insatisfação de clientes em redes sociais.
Empresa 1045,688095,494354,77,Agronegócio,A,Expansão em novos mercados anunciada.
Empresa 1046,769782,164665,25,Serviços,C,Setor afetado por mudanças climáticas.
Empresa 1047,537687,630489,26,Turismo,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 1048,547992,102655,118,Agronegócio,B-,Concorrente lançou um novo produto.
Empresa 1049,794343,539343,38,Alimentação,B+,Oportunidades de parcerias surgindo.
Empresa 1050,683187,667806,117,Saúde,A+,Setor afetado por mudanças climáticas.
Empresa 1051,755857,222670,83,Comércio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 1052,953522,119548,92,Serviços,B,Insatisfação de clientes em redes sociais.
Empresa 1053,389696,474022,68,Saúde,B+,Insatisfação de clientes em redes sociais.
Empresa 1054,148278,560557,62,Educação,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 1055,434232,419578,63,Alimentação,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 1056,351157,145423,17,Saúde,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 1057,902574,533351,53,Tecnologia,A-,Mudanças na legislação para o setor.
Empresa 1058,243703,358913,19,Tecnologia,C-,Concorrente lançou um novo produto.
Empresa 1059,835366,277245,57,Transportes,C,Aumento no custo das matérias-primas.
Empresa 1060,641764,274318,11,Educação,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 1061,784693,107097,66,Transportes,D,Insatisfação de clientes em redes sociais.
Empresa 1062,330988,164544,119,Tecnologia,B,Setor afetado por mudanças climáticas.
Empresa 1063,960803,366307,91,Turismo,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 1064,245720,479323,32,Educação,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 1065,104308,484203,36,Turismo,C,Cuidado com flutuações nos preços!
Empresa 1066,474776,650021,38,Educação,A,Inconsistências financeiras apontadas em auditoria.
Empresa 1067,792198,629674,100,Saúde,A-,Cuidado com flutuações nos preços!
Empresa 1068,144358,147338,91,Turismo,B-,Aumento no custo das matérias-primas.
Empresa 1069,466831,106162,42,Turismo,C-,Oportunidades de parcerias surgindo.
Empresa 1070,439800,427186,109,Tecnologia,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 1071,638438,537867,101,Comércio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 1072,437924,118376,43,Agronegócio,A,Inconsistências financeiras apontadas em auditoria.
Empresa 1073,823998,124535,98,Indústria,B,Inconsistências financeiras apontadas em auditoria.
Empresa 1074,748738,171202,103,Transportes,A-,Expansão em novos mercados anunciada.
Empresa 1075,799827,631680,96,Saúde,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 1076,471572,348268,48,Indústria,C-,Expansão em novos mercados anunciada.
Empresa 1077,744230,253240,93,Saúde,A,Concorrente lançou um novo produto.
Empresa 1078,913343,509367,17,Agronegócio,C+,Aumento no custo das matérias-primas.
Empresa 1079,585074,377621,63,Alimentação,C-,Insatisfação de clientes em redes sociais.
Empresa 1080,754833,331060,66,Saúde,B,Mudanças na legislação para o setor.
Empresa 1081,393286,126716,21,Comércio,C+,Oportunidades de parcerias surgindo.
Empresa 1082,794633,259389,37,Educação,C-,Cuidado com flutuações nos preços!
Empresa 1083,828871,145462,62,Tecnologia,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 1084,638692,523486,25,Indústria,B,Oportunidades de parcerias surgindo.
Empresa 1085,171623,495128,35,Turismo,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 1086,875449,671912,51,Turismo,D,Inconsistências financeiras apontadas em auditoria.
Empresa 1087,586245,465458,50,Indústria,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 1088,479124,478331,55,Comércio,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 1089,707738,197385,65,Alimentação,A+,Aumento no custo das matérias-primas.
Empresa 1090,341340,313441,106,Tecnologia,A+,Insatisfação de clientes em redes sociais.
Empresa 1091,401864,646353,99,Alimentação,A+,Setor afetado por mudanças climáticas.
Empresa 1092,235526,345331,109,Agronegócio,C+,Concorrente lançou um novo produto.
Empresa 1093,662879,171735,48,Agronegócio,B,Mudanças na legislação para o setor.
Empresa 1094,311468,356859,103,Serviços,A,Cuidado com flutuações nos preços!
Empresa 1095,116489,449886,23,Indústria,B,Cuidado com flutuações nos preços!
Empresa 1096,166971,485724,97,Tecnologia,C+,Expansão em novos mercados anunciada.
Empresa 1097,965365,679235,33,Transportes,A,Setor afetado por mudanças climáticas.
Empresa 1098,844224,181646,45,Saúde,B,Setor afetado por mudanças climáticas.
Empresa 1099,144990,410506,22,Indústria,A+,Concorrente lançou um novo produto.
Empresa 1100,807113,205410,30,Tecnologia,A,Mudanças na legislação para o setor.
Empresa 1101,926988,381227,32,Transportes,B+,Setor afetado por mudanças climáticas.
Empresa 1102,290775,486923,93,Transportes,D,Aumento no custo das matérias-primas.
Empresa 1103,854118,526999,93,Saúde,B,Expansão em novos mercados anunciada.
Empresa 1104,124984,242073,64,Agronegócio,A-,Concorrente lançou um novo produto.
Empresa 1105,839819,428499,24,Agronegócio,A-,Aumento no custo das matérias-primas.
Empresa 1106,606182,513876,65,Turismo,A+,Insatisfação de clientes em redes sociais.
Empresa 1107,318513,212649,100,Serviços,C+,Oportunidades de parcerias surgindo.
Empresa 1108,585682,587976,86,Tecnologia,B+,Expansão em novos mercados anunciada.
Empresa 1109,909538,306151,63,Alimentação,C+,Cuidado com flutuações nos preços!
Empresa 1110,177798,263572,47,Serviços,D,Cuidado com flutuações nos preços!
Empresa 1111,310815,658195,91,Saúde,A+,Expansão em novos mercados anunciada.
Empresa 1112,120858,581751,25,Tecnologia,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 1113,253540,342356,53,Transportes,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 1114,981520,110430,86,Alimentação,A,Insatisfação de clientes em redes sociais.
Empresa 1115,915147,256972,31,Transportes,A,Aumento no custo das matérias-primas.
Empresa 1116,830795,501270,10,Turismo,C-,Concorrente lançou um novo produto.
Empresa 1117,527764,691236,37,Educação,B,Aumento no custo das matérias-primas.
Empresa 1118,713060,653382,42,Alimentação,A-,Insatisfação de clientes em redes sociais.
Empresa 1119,577069,274028,105,Transportes,B-,Expansão em novos mercados anunciada.
Empresa 1120,471047,585211,40,Tecnologia,C-,Mudanças na legislação para o setor.
Empresa 1121,501239,128988,86,Educação,C-,Concorrente lançou um novo produto.
Empresa 1122,131672,292973,105,Indústria,B-,Expansão em novos mercados anunciada.
Empresa 1123,758242,123766,72,Educação,C-,Cuidado com flutuações nos preços!
Empresa 1124,623349,470874,53,Tecnologia,C+,Aumento no custo das matérias-primas.
Empresa 1125,728106,697951,96,Turismo,B,Setor afetado por mudanças climáticas.
Empresa 1126,125277,496085,72,Serviços,A+,Mudanças na legislação para o setor.
Empresa 1127,246240,213814,42,Transportes,C,Insatisfação de clientes em redes sociais.
Empresa 1128,135964,350220,59,Serviços,B,Inconsistências financeiras apontadas em auditoria.
Empresa 1129,491685,312755,86,Comércio,A+,Expansão em novos mercados anunciada.
Empresa 1130,670840,446228,105,Turismo,C,Inconsistências financeiras apontadas em auditoria.
Empresa 1131,229587,127220,107,Comércio,B,Insatisfação de clientes em redes sociais.
Empresa 1132,383837,287940,92,Tecnologia,A,Mudanças na legislação para o setor.
Empresa 1133,677232,283282,44,Indústria,A+,Oportunidades de parcerias surgindo.
Empresa 1134,834356,124743,64,Turismo,C,Expansão em novos mercados anunciada.
Empresa 1135,334359,502421,28,Educação,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 1136,659035,665359,90,Comércio,B-,Concorrente lançou um novo produto.
Empresa 1137,990006,201614,30,Turismo,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 1138,797878,480368,73,Saúde,B+,Setor afetado por mudanças climáticas.
Empresa 1139,725108,457728,44,Indústria,D,Aumento no custo das matérias-primas.
Empresa 1140,601050,309983,44,Comércio,B-,Aumento no custo das matérias-primas.
Empresa 1141,847977,115550,18,Comércio,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 1142,170020,198573,47,Saúde,A+,Setor afetado por mudanças climáticas.
Empresa 1143,825480,544652,109,Tecnologia,C-,Aumento no custo das matérias-primas.
Empresa 1144,460218,692316,50,Indústria,B,Insatisfação de clientes em redes sociais.
Empresa 1145,289633,541626,96,Turismo,A,Cuidado com flutuações nos preços!
Empresa 1146,186838,663621,26,Serviços,C-,Insatisfação de clientes em redes sociais.
Empresa 1147,814633,359654,74,Agronegócio,B+,Oportunidades de parcerias surgindo.
Empresa 1148,508928,180837,76,Turismo,A,Oportunidades de parcerias surgindo.
Empresa 1149,620780,108090,116,Alimentação,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 1150,740496,493761,94,Agronegócio,A,Concorrente lançou um novo produto.
Empresa 1151,293056,675703,42,Agronegócio,B+,Concorrente lançou um novo produto.
Empresa 1152,574551,407338,98,Transportes,A-,Mudanças na legislação para o setor.
Empresa 1153,889858,687569,12,Turismo,A+,Aumento no custo das matérias-primas.
Empresa 1154,630349,306605,50,Agronegócio,C-,Setor afetado por mudanças climáticas.
Empresa 1155,695363,555082,67,Serviços,C,Aumento no custo das matérias-primas.
Empresa 1156,919068,227866,19,Educação,A,Aumento no custo das matérias-primas.
Empresa 1157,873302,611752,68,Saúde,D,Cuidado com flutuações nos preços!
Empresa 1158,225771,697601,112,Agronegócio,A,Concorrente lançou um novo produto.
Empresa 1159,796854,156761,119,Agronegócio,B,Insatisfação de clientes em redes sociais.
Empresa 1160,933125,472292,50,Saúde,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 1161,699627,418964,89,Turismo,A+,Mudanças na legislação para o setor.
Empresa 1162,149798,443166,21,Comércio,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 1163,501950,136093,71,Turismo,B+,Mudanças na legislação para o setor.
Empresa 1164,503991,696023,99,Comércio,C-,Cuidado com flutuações nos preços!
Empresa 1165,780441,688255,111,Serviços,A,Oportunidades de parcerias surgindo.
Empresa 1166,940276,361082,71,Serviços,C+,Insatisfação de clientes em redes sociais.
Empresa 1167,314356,538769,19,Transportes,A-,Oportunidades de parcerias surgindo.
Empresa 1168,561791,208055,111,Turismo,B-,Mudanças na legislação para o setor.
Empresa 1169,454149,384725,43,Tecnologia,C-,Expansão em novos mercados anunciada.
Empresa 1170,356825,273120,33,Indústria,A-,Setor afetado por mudanças climáticas.
Empresa 1171,956075,248162,36,Turismo,C-,Oportunidades de parcerias surgindo.
Empresa 1172,200457,618034,108,Serviços,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 1173,683346,372279,10,Educação,C-,Concorrente lançou um novo produto.
Empresa 1174,169365,465171,83,Indústria,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 1175,324614,325316,70,Serviços,A,Mudanças na legislação para o setor.
Empresa 1176,781665,183759,62,Tecnologia,C,Expansão em novos mercados anunciada.
Empresa 1177,388732,488040,57,Tecnologia,C,Setor afetado por mudanças climáticas.
Empresa 1178,335905,208650,36,Turismo,A-,Expansão em novos mercados anunciada.
Empresa 1179,470578,532317,37,Tecnologia,C,Setor afetado por mudanças climáticas.
Empresa 1180,259119,252224,110,Transportes,B,Cuidado com flutuações nos preços!
Empresa 1181,366798,488402,54,Educação,C-,Concorrente lançou um novo produto.
Empresa 1182,550923,193416,37,Alimentação,A,Concorrente lançou um novo produto.
Empresa 1183,519919,170389,52,Saúde,D,Mudanças na legislação para o setor.
Empresa 1184,343024,387137,11,Transportes,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 1185,842393,383285,75,Transportes,C-,Setor afetado por mudanças climáticas.
Empresa 1186,805214,497662,59,Tecnologia,A,Setor afetado por mudanças climáticas.
Empresa 1187,144484,489010,56,Alimentação,B-,Aumento no custo das matérias-primas.
Empresa 1188,494478,583238,76,Serviços,A,Mudanças na legislação para o setor.
Empresa 1189,771297,569902,28,Transportes,C+,Concorrente lançou um novo produto.
Empresa 1190,519371,238059,96,Comércio,C,Oportunidades de parcerias surgindo.
Empresa 1191,282709,275608,50,Saúde,A-,Concorrente lançou um novo produto.
Empresa 1192,918049,668313,61,Transportes,B-,Oportunidades de parcerias surgindo.
Empresa 1193,404572,236340,117,Alimentação,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 1194,918751,370679,88,Agronegócio,B,Setor afetado por mudanças climáticas.
Empresa 1195,419401,643133,94,Saúde,D,Setor afetado por mudanças climáticas.
Empresa 1196,709928,312544,41,Alimentação,A,Aumento no custo das matérias-primas.
Empresa 1197,853513,554388,81,Transportes,D,Expansão em novos mercados anunciada.
Empresa 1198,707901,524002,62,Turismo,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 1199,979795,189010,42,Comércio,C-,Aumento no custo das matérias-primas.
Empresa 1200,712839,680351,35,Indústria,A,Cuidado com flutuações nos preços!
Empresa 1201,346298,638088,79,Indústria,A,Concorrente lançou um novo produto.
Empresa 1202,880524,237927,80,Indústria,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 1203,391692,369886,68,Agronegócio,C+,Mudanças na legislação para o setor.
Empresa 1204,657433,656871,111,Comércio,C+,Expansão em novos mercados anunciada.
Empresa 1205,889333,664113,26,Alimentação,B-,Expansão em novos mercados anunciada.
Empresa 1206,503213,253071,80,Transportes,A,Oportunidades de parcerias surgindo.
Empresa 1207,519215,407738,97,Indústria,A-,Oportunidades de parcerias surgindo.
Empresa 1208,606125,398518,112,Indústria,B,Cuidado com flutuações nos preços!
Empresa 1209,534050,308408,27,Serviços,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 1210,473093,188274,87,Comércio,A-,Expansão em novos mercados anunciada.
Empresa 1211,335313,355964,73,Educação,B-,Mudanças na legislação para o setor.
Empresa 1212,951728,647134,32,Saúde,A+,Aumento no custo das matérias-primas.
Empresa 1213,668468,266314,111,Tecnologia,A-,Cuidado com flutuações nos preços!
